"Legal Entity Name","Organization Marketing Name","Contract Number","Organization Type","Plan Type","Contract Effective Date","Tax Status","Parent Organization","CMS Region Responsible","Enrollment","Legal Entity Street","Legal Entity Street2","Legal Entity City","Legal Entity State Code","Legal Entity Zip","Directory Contact Title","Directory Contact Last Name","Directory Contact First Name","Directory Contact Middle Initial","Directory Contact Phone","Directory Contact Phone Ext","Directory Contact Fax","Directory Contact Email","Directory Contact St Address","Directory Contact St Address2","Directory Contact City","Directory Contact State","Directory Contact Zip","Directory Contact Last Update"
"MOLINA HEALTHCARE OF WASHINGTON, INC.","Molina Healthcare of Washington, Inc.","H5823","Local CCP","HMO/HMOPOS","01/01/2006","For Profit","Molina Healthcare, Inc.","New York","13,603","22522 29th Dr. SE","Suite 210","Bothell","WA","98021","","Services","Member","","1-800-665-0898","","","CentralizedOps.Medicare@molinahealthcare.com","200 Oceangate","Suite 100","Long Beach","CA","90802","05/21/2025"
"MORSE LIFE HOME CARE, INC.","Palm Beach PACE","H0112","National PACE","National PACE","11/01/2013","Not-for-Profit/Non-Profit","Morse Life Home Care, Inc.","Atlanta","910","4847 David S. Mack Drive","","West Palm Beach","FL","33417","Director of Information T","Schultz","Michael","","1-561-687-5765","","1-561-683-4556","Michaels@MorseLife.org","4847 David S. Mack Dr","","West Palm Beach","FL","33417","01/08/2021"
"MOUNT CARMEL HEALTH INSURANCE COMPANY","MediGold","H1846","Local CCP","Local PPO","01/01/2009","Not-for-Profit/Non-Profit","Trinity Health Corporation","Chicago","2,652","3100 Easton Square Place","Suite 300-Health Plan","Columbus","OH","43219","Medicare Compliance Offic","Suffern","Patricia","","1-412-478-0244","","1-614-546-3131","patricia.suffern@medigold.com","3100 Easton Square Place","Suite 300-Health Plan","Columbus","OH","43219","09/14/2022"
"MOUNT CARMEL HEALTH PLAN OF IDAHO, INC.","Saint Alphonsus Health Plan","H3828","Local CCP","Local PPO","01/01/2023","Not-for-Profit/Non-Profit","Trinity Health Corporation","Chicago","287","3100 Easton Square Place","Suite 300-Health Plan","Columbus","OH","43219","Medicare Compliance Offic","Suffern","Patricia","","1-412-478-0244","","1-614-546-3131","patricia.suffern@medigold.com","3100 Easton Square Place","Suite 300-Health Plan","Columbus","OH","43219","09/14/2022"
"MOUNT CARMEL HEALTH PLAN OF IDAHO, INC.","Saint Alphonsus Health Plan","H6910","Local CCP","HMO/HMOPOS","01/01/2020","Not-for-Profit/Non-Profit","Trinity Health Corporation","Chicago","3,524","3100 Easton Square Place","Suite 300-Health Plan","Columbus","OH","43219","Medicare Compliance Offic","Suffern","Patricia","","1-412-478-0244","","1-614-546-3131","patricia.suffern@medigold.com","3100 Easton Square Place","Suite 300-Health Plan","Columbus","OH","43219","09/14/2022"
"MOUNT CARMEL HEALTH PLAN OF NEW YORK, INC.","Trinity Health Plan New York","H9827","Local CCP","HMO/HMOPOS","01/01/2022","Not-for-Profit/Non-Profit","Trinity Health Corporation","Chicago","1,356","3100 Easton Square Place","Suite 300-Health Plan","Columbus","OH","43219","Medicare Compliance Offic","Suffern","Patricia","","1-412-478-0244","","1-614-546-3131","patricia.suffern@medigold.com","3100 Easton Square Place","Suite 300-Health Plan","Columbus","OH","43219","09/14/2022"
"MOUNT CARMEL HEALTH PLAN, INC.","MediGold","H3668","Local CCP","HMO/HMOPOS","03/01/1997","Not-for-Profit/Non-Profit","Trinity Health Corporation","Chicago","42,843","3100 Easton Square Place","Suite 300-Health Plan","Columbus","OH","43219","Medicare Compliance Offic","Suffern","Patricia","","1-412-478-0244","","1-614-546-3131","patricia.suffern@medigold.com","3100 Easton Square Place","Suite 300-Health Plan","Columbus","OH","43219","09/14/2022"
"MOUNT SINAI ELDERCARE, INC.","Mount Sinai Eldercare","H9252","National PACE","National PACE","07/01/2023","Not-for-Profit/Non-Profit","Mount Sinai Medical Center of Florida, Inc.","Atlanta","87","6050 West 20th Avenue","Suite 2001","Hialeah","FL","33016","Director PACE Program Dev","Kiefert","Mary","","1-786-584-5560","","","mary.kiefert@msmc.com","4300 Alton Road","","Miami Beach","FL","33140","11/04/2024"
"MOUNTAIN EMPIRE OLDER CITIZENS, INC.","Mountain Empire PACE","H5037","National PACE","National PACE","03/01/2008","Not-for-Profit/Non-Profit","Mountain Empire Older Citizens, Inc","Philadelphia","91","1501 Third Avenue East","P.O. Box 888","Big Stone Gap","VA","24219","IT Assistant Director","Aguirre","Walter","","1-276-523-0599","310","1-276-523-6483","waguirre@meoc.org","P. O. Box 888","","Big Stone Gap","VA","24219","03/09/2020"
"MVP HEALTH PLAN, INC.","MVP HEALTH CARE","H9615","Local CCP","Local PPO","01/01/2009","Not-for-Profit/Non-Profit","MVP Health Care, Inc.","Dallas","43,770","625 State Street","","Schenectady","NY","12301","Director, Provider Data M","Santilli","Richard","","1-518-991-3775","","","rsantilli@mvphealthcare.com","625 State St","","Schenectady","NY","12305","04/10/2024"
"MVP HEALTH PLAN, INC.","MVP HEALTH CARE","H3305","Local CCP","HMO/HMOPOS","11/01/1985","Not-for-Profit/Non-Profit","MVP Health Care, Inc.","Dallas","29,642","220 Alexander Street","","Rochester","NY","14607","Director, Provider Data M","Santilli","Richard","","1-518-991-3775","","","rsantilli@mvphealthcare.com","625 State St","","Schenectady","NY","12305","04/10/2024"
"Mass General Brigham Health Plan, Inc.","Mass General Brigham Health Plan","H9485","Local CCP","Local PPO","01/01/2023","Not-for-Profit/Non-Profit","Mass General Brigham Incorporated","Boston","6,031","399 Revolution Dr","Suite 850","Somerville","MA","02145","Director, Customer Engage","Miller","Chris","","1-857-282-3360","","","cmiller28@mgb.org","399 Revolution Dr","","Somerville","MA","02145","02/04/2025"
"Mass General Brigham Health Plan, Inc.","Mass General Brigham Health Plan","H6847","Local CCP","HMO/HMOPOS","01/01/2023","Not-for-Profit/Non-Profit","Mass General Brigham Incorporated","Boston","1,070","399 Revolution Dr","Suite 850","Somerville","MA","02145","Director, Customer Engage","Miller","Chris","","1-857-282-3360","","","cmiller28@mgb.org","399 Revolution Dr","","Somerville","MA","02145","01/09/2024"
"Mercy LIFE","Mercy LIFE","H3919","National PACE","National PACE","10/01/2005","Not-for-Profit/Non-Profit","Trinity Health Corporation","Philadelphia","779","1930 South Broad Street Unit 3","","PHILADELPHIA","PA","19145","Regional VP Operations","Januszeski","Suzanne","","1-856-904-4632","","","suzanne.januszeski@trinity-health.org","Mercy LIFE","1001 Baltimore Pike","Springfield","PA","19064","08/02/2023"
"Molina Healthcare of Virginia, LLC","Molina Healthcare of Virginia","H7559","Local CCP","HMO/HMOPOS","01/01/2020","For Profit","Molina Healthcare, Inc.","New York","1,058","3829 Gaskins Road","","Richmond","VA","23233","","Services","Member","","1-800-665-0898","","","CentralizedOps.Medicare@molinahealthcare.com","200 Oceangate","Suite 100","Long Beach","CA","90802","05/21/2025"
"Molina Healthcare of Wisconsin, Inc.","My Choice Wisconsin","H5209","Local CCP","HMO/HMOPOS","01/01/1999","For Profit","Molina Healthcare, Inc.","New York","2,382","10201 Innovation Dr.","","Wauwatosa","WI","53226","","Services","Member","","1-800-665-0898","","","CentralizedOps.Medicare@molinahealthcare.com","200 Oceangate","Suite 100","Long Beach","CA","90802","05/21/2025"
"NEBRASKA TOTAL CARE, INC.","Wellcare","H1395","Local CCP","Local PPO","01/01/2022","For Profit","Centene Corporation","Denver","3,243","7700 Forsyth Blvd","","St. Louis","MO","63105","","Services","Provider","","1-866-296-8731","","","CorporateMedicareComplianceDept@CENTENE.COM","4349 Easton Parkway","Suite 200","Columbus","OH","43219","06/25/2024"
"NEBRASKA TOTAL CARE, INC.","Wellcare","H1215","Local CCP","HMO/HMOPOS","01/01/2022","For Profit","Centene Corporation","Denver","1,733","7700 Forsyth Blvd","","St. Louis","MO","63105","","Services","Provider","","1-866-296-8731","","","CorporateMedicareComplianceDept@CENTENE.COM","4349 Easton Parkway","Suite 200","Columbus","OH","43219","06/25/2024"
"NEIGHBORHEALTH CORPORATION","Neighborhood PACE","H2223","National PACE","National PACE","11/01/2003","Not-for-Profit/Non-Profit","NEIGHBORHEALTH CORPORATION","New York","824","10 GOVE STREET","","EAST BOSTON","MA","02128","Director, Health Plan Ope","Febles","Jacklyn","","1-617-568-4732","","","feblesj@NeighborHealth.com","10 Gove St","","East Boston","MA","02128","06/25/2024"
"NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND","NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND","H9576","Demo","Medicare-Medicaid Plan HMO/HMOPOS","07/01/2016","Not-for-Profit/Non-Profit","NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND","Boston","12,158","910 Douglas Pike","","Smithfield","RI","02917","Director of Marketing, Sa","Carcieri","Lisa","","1-401-459-6008","","","lcarceri@nhpri.org","910 Douglas Pike","","Smithfield","RI","02917","05/28/2025"
"NEIGHBORHOOD HEALTHCARE","Neighborhood Healthcare PACE","H4185","National PACE","National PACE","07/01/2021","Not-for-Profit/Non-Profit","Neighborhood HealthCare","San Francisco","245","425 N. Date Street","","Escondido","CA","92025","PACE Program Director","Forbito","Astrid","","1-951-530-3341","","","astrid.forbito@nhcare.org","4371 Latham Street","","Riverside","CA","92501","09/25/2024"
"NETWORK HEALTH INSURANCE CORPORATION","Network Health Medicare Advantage Plans","H5215","Local CCP","Local PPO","01/01/2005","For Profit","Network Health, Inc.","Chicago","84,009","1570 MIDWAY PLACE","","MENASHA","WI","54952","","Service","Customer","","1-800-378-5234","","1-920-720-1908","sschwand@networkhealth.com","1570 Midway Place","P.O. Box 120","Menasha","WI","54952","07/27/2018"
"NETWORK HEALTH INSURANCE CORPORATION","Network Health Medicare Advantage Plans","H1181","MSA","MSA","01/01/2015","For Profit","Network Health, Inc.","Denver","963","1570 Midway Place","","Menasha","WI","54952","","Service","Customer","","1-800-378-5234","","1-920-720-1908","sschwand@networkhealth.com","1570 Midway Place","P.O. Box 120","Menasha","WI","54952","11/01/2022"
"NETWORK HEALTH INSURANCE CORPORATION","Network Health Medicare Advantage Plans","H5644","Local CCP","HMO/HMOPOS","01/01/2019","For Profit","Network Health, Inc.","Chicago","","1570 Midway Place","","Menasha","WI","54952","","Service","Customer","","1-800-378-5234","","1-920-720-1908","sschwand@networkhealth.com","1570 Midway Place","P.O. Box 120","Menasha","WI","54952","11/01/2022"
"NEW CENTURY HEALTH PLAN, INC.","UCLA Health Medicare Advantage Plan","H4647","Local CCP","HMO/HMOPOS","01/01/2025","For Profit","The Regents of the University of California","Chicago","7,075","5757 West Century Blvd","Suite 200","Los Angeles","CA","90045","Asst. Dir, Billing and En","Casillas Vasquez","Zaira","","1-310-301-5140","","","zcasillasvasquez@mednet.ucla.edu","5757 West Century Blvd","Suite 200","Los Angeles","CA","90045","07/11/2024"
"NEW YORK QUALITY HEALTHCARE CORPORATION","Wellcare","H4868","Local CCP","HMO/HMOPOS","01/01/2018","For Profit","Centene Corporation","Denver","40,428","7700 Forsyth","","St. Louis","MO","63105","","Inquiries","Website","","1-888-888-9355","","","contactus@wellcare.com","8725 Henderson Rd","","Tampa","FL","33634","06/18/2024"
"NEW YORK QUALITY HEALTHCARE CORPORATION","Wellcare by Fidelis Care","H5599","Local CCP","HMO/HMOPOS","01/01/2021","Not-for-Profit/Non-Profit","Centene Corporation","Denver","60,619","7700 Forsyth","","St. Louis","MO","63105","","Member Services","Fidelis","","1-800-247-1447","","1-800-977-8226","fidelis@fideliscare.org","2501 Jackson Avenue","","Long Island City","NY","11101","03/26/2021"
"NEXTBLUE OF NORTH DAKOTA INSURANCE COMPANY","NextBlue of North Dakota","H6202","Local CCP","Local PPO","01/01/2021","For Profit","Blue Cross Blue Shield of Michigan Mutual Ins. Co.","Chicago","20,508","4510 13th Avenue South","","Fargo","ND","58121","Director","Nelson","Jessica","","1-844-753-8039","","","Jessica.Nelson@emergient.com","600 East Lafayette","MC 1504","Detroit","MI","48226","12/05/2024"
"NHC ADVANTAGE, LLC","NHC Advantage","H4172","Local CCP","HMO/HMOPOS","01/01/2017","For Profit","Missouri Healthcare Advisors, LLC","Chicago","1,205","100 E. Vine Street","","Murfreesboro","TN","37130","","Locke","Kitty","","1-615-890-2020","1664","","compliance@nhcadvantageplan.com","100 East Vine Street","","Murfreesboro","TN","37130","09/28/2023"
"NORTH EAST MEDICAL SERVICES","North East Medical Services - Program of All-Inclusive Care for the Elderly (PACE)","H1622","National PACE","National PACE","01/01/2021","Not-for-Profit/Non-Profit","North East Medical Services","San Francisco","151","2171 Junipero Serra","Suite 700","Daly City","CA","94014","CMCO","Tang","Linda","","1-415-352-5048","","","Linda.Tang@nems.org","2171 Junipero Serra","","Daly City","CA","94014","11/30/2022"
"NORTHLAND PACE PROGRAM","Northland PACE Senior Care Services","H7195","National PACE","National PACE","08/01/2008","Not-for-Profit/Non-Profit","Northland Healthcare Alliance","New York","190","2223 East Rosser Avenue","","Bismarck","ND","58501","Outreach Coordinator/Enro","Tisor","Garnet","","1-701-456-7387","","1-701-456-7389","gtisor@northlandhealth.com","830 2nd Ave E., Suite 212","","Dickinson","ND","58601","10/21/2024"
"NY HOTEL TRADES COUNCIL & HOTEL ASSOCIATION OF NYC","NY Hotel Trades Council and Hotel Assn. of NYC","H6334","HCPP - 1833 Cost","HCPP - 1833 Cost","01/01/1987","Not-for-Profit/Non-Profit","NY Hotel Trades Council&Hotel Assn of NYC","Boston","4,902","305 WEST 44TH STREET","","NEW YORK","NY","10036","Provider Relations Repres","Enoe","Mark","","1-212-586-6400","","","menoe@hotelfunds.org","305 West 44th Street","","New York","NY","10036","11/17/2020"
"OCHSNER HEALTH PLAN, INC.","Ochsner Health Plan","H9763","Local CCP","HMO/HMOPOS","01/01/2022","For Profit","Ochsner Clinic Foundation","Denver","5,781","1514 Jefferson Highway","","New Orleans","LA","70121","","Services","Member","","1-833-674-2112","","","OHPInfo@ochsner.org","PO Box 3447","","Scranton","PA","18505","01/20/2022"
"OH CHS SNP INC.","Communicare Advantage","H3727","Local CCP","HMO/HMOPOS","01/01/2021","For Profit","SNP Holdings, LLC","Chicago","2,369","10123 Alliance Road","","Blue Ash","OH","45242","FDR Oversight Manager","Risher","Laura","","1-855-969-5861","","","laura.risher@communicare-advantge.com","10123 Alliance Road","Suite 240","Blue Ash","OH","45242","02/03/2025"
"OKLAHOMA SUPERIOR SELECT, INC.","American Health Advantage of Oklahoma","H3708","Local CCP","HMO/HMOPOS","08/01/2005","For Profit","Mitchell Family Office","Dallas","254","201 Jordan Road","Suite 200","Franklin","TN","37067","Sr Director, Health Plan","Brimm","Angie","","1-866-583-4649","","1-844-280-5360","abrimm@AmHealthPlans.com","201 Jordan Road","Suite 200","Franklin","TN","37067","02/14/2024"
"ON LOK SENIOR HEALTH SERVICES","On Lok PACE","H5403","National PACE","National PACE","11/01/2003","Not-for-Profit/Non-Profit","On Lok, Inc.","San Francisco","1,678","1333 BUSH STREET","","SAN FRANCISCO","CA","94109","Health Plan Manager","Li","Jiewen","","1-415-292-8692","","1-415-292-8745","jiewenl@onlok.org","1333 Bush Street","","San Francisco","CA","94109","12/16/2019"
"ONE SENIOR CARE KENTUCKY, LLC","Mountain View PACE","H9468","National PACE","National PACE","06/01/2024","For Profit","One Senior Care, Inc.","Atlanta","133","100 State Street","","Erie","PA","16507","VP, Controller","Haschalk","Danielle","","1-814-456-5433","","","danielle.haschalk@oneseniorcare.com","100 State Street","Suite 200","Erie","PA","16507","01/27/2025"
"OPTIMUM HEALTHCARE, INC.","Optimum HealthCare, Inc.","H5594","Local CCP","HMO/HMOPOS","01/01/2007","For Profit","Elevance Health, Inc.","Chicago","77,903","5600 Mariner St WM11 / Suite 227","","Tampa","FL","33609","Director of Member Servic","Doroteo","Carlos","","1-800-401-2740","","","cms@freedomh.com","5411 SkyCenter Drive","","Tampa","FL","33607","07/10/2024"
"ORANGE COUNTY HEALTH AUTHORITY","CalOptima PACE","H7501","National PACE","National PACE","09/01/2013","Not Applicable","Orange County Health Authority","San Francisco","234","505 City Parkway West","","Orange","CA","92868","Director of PACE","Macias-Garcia","Monica","","1-714-468-1077","","","monica.macias@caloptima.org","13300 Garden Grove Boulevard","","Garden Grove","CA","92843","03/28/2024"
"ORANGE COUNTY HEALTH AUTHORITY","CalOptima Health OneCare","H5433","Local CCP","HMO/HMOPOS","08/01/2005","Not-for-Profit/Non-Profit","Orange County Health Authority","New York","17,672","505 City Parkway West","","Orange","CA","92868","","Service","Customer","","1-877-412-2734","","","acardenas@caloptima.org","505 City Parkway West","","Orange","CA","92868","02/28/2017"
"OSF HEALTHCARE SYSTEM","OSF Healthcare PACE","H3933","National PACE","National PACE","05/01/2024","Not-for-Profit/Non-Profit","OSF Healthcare System","New York","19","124 SW Adams Street","","Peoria","IL","61602","","Riley","Brianne","","1-309-655-2850","","","Brianne.L.Riley@osfhealthcare.org","124 SW Adams Street","","Peoria","IL","61602","06/08/2024"
"OXFORD HEALTH PLANS (NJ), INC.","UnitedHealthcare","H3113","Local CCP","HMO/HMOPOS","07/01/2005","For Profit","UnitedHealth Group, Inc.","Boston","88,284","4 Research Drive","","Shelton","CT","06484","","Customer Service","UHC","","1-800-643-4845","","","UHCMedicareCustomerService@uhc.com","9800 Health Care Lane","","Minnetonka","MN","55343","04/30/2024"
"OXFORD HEALTH PLANS (NY), INC.","UnitedHealthcare","H3307","Local CCP","HMO/HMOPOS","10/01/1991","For Profit","UnitedHealth Group, Inc.","Boston","127","4 Research Drive","","Shelton","CT","06484","","Customer Service","UHC","","1-866-870-9604","","","UHCMedicareCustomerService@uhc.com","9800 Health Care Lane","","Minnetonka","MN","55343","05/21/2025"
"Orangeburg Senior Helping Center, LLC","Orangeburg Senior Helping Center: A PACE Healthcare Program","H0105","National PACE","National PACE","03/01/2008","For Profit","Orangeburg Senior Helping Center, LLC","Atlanta","96","153 Founders Court","Orangeburg","Orangeburg","SC","29118","Executive Director","Kornegay","Allie","","1-803-268-5315","","1-803-268-5302","allie.kornegay@orangeburgshcpace.com","153 Founders Ct","","Orangeburg","SC","29118","12/30/2024"
"PACE @ HOME, INC.","PACE@Home","H4326","National PACE","National PACE","12/01/2011","Not-for-Profit/Non-Profit","PACE @ Home","Atlanta","169","1915 Fairgrove Church Road SE","","Newton","NC","28658","Program Director","Jones","Emily","","1-828-468-3980","5335","1-828-464-2845","ejones@pace-at-home.org","1915 Fairgrove Church Rd. SE","","Newton","NC","28658","02/10/2025"
"PACE AT HUDSON HEADWATERS, INC.","PACE at Hudson Headwaters, Inc.","H2397","National PACE","National PACE","12/01/2024","Not-for-Profit/Non-Profit","PACE AT HUDSON HEADWATERS, INC.","New York","12","38 Larose Street","","Glens Falls","NY","12801","Director of Quality & Com","Ozores","Charly","","1-518-886-7223","","","cozores@pacehh.org","38 Larose Street","","Glens Falls","NY","12801","11/29/2023"
